Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
DisGeNET,Early onset torsion dystonia,1/22,0.0639942814878953,0.8849173872427141,0,0,16.076674737691686,44.19416072773483,AAA1
DisGeNET,"Hamartoma Syndrome, Multiple",1/138,0.3403528412471977,0.8849173872427141,0,0,2.44995669924533,2.6404957878529167,AAA1
DisGeNET,"Spastic Paraplegia, Hereditary",1/126,0.3159725007922475,0.8849173872427141,0,0,2.686779661016949,3.0954390946179076,AAA1
DisGeNET,Peripheral Arterial Diseases,1/125,0.3139012626235478,0.8849173872427141,0,0,2.7085839256424276,3.138373335904178,AAA1
DisGeNET,"Aortic Aneurysm, Thoracic",1/99,0.25783077585673,0.8849173872427141,0,0,3.4316845382220684,4.65148304199707,AAA1
DisGeNET,Dystonia Disorders,1/135,0.3343390869888691,0.8849173872427141,0,0,2.505185934733114,2.7446806341107255,AAA1
DisGeNET,Aortic Aneurysm,1/96,0.2510780363139976,0.8849173872427141,0,0,3.5405887600356825,4.893063523640772,AAA1
DisGeNET,Osteitis Deformans,1/79,0.2116557470040838,0.8849173872427141,0,0,4.315949587136028,6.70178130963921,AAA1
DisGeNET,Moyamoya disease 1,1/46,0.1292174232451343,0.8849173872427141,0,0,7.493408662900189,15.333453732333885,AAA1
DisGeNET,Henoch-Schoenlein Purpura,1/98,0.2555865420581644,0.8849173872427141,0,0,3.4672374628691247,4.729985272302349,AAA1
DisGeNET,Diabetes,1/1268,0.9804706651204528,0.9999964495958694,0,0,0.2497959948095728,0.0049266145168632,AAA1
DisGeNET,Carcinoma of lung,1/2476,0.999641727593778,0.9999964495958694,0,0,0.1196028077384009,4.2858063608648305e-05,AAA1
DisGeNET,Primary malignant neoplasm of lung,1/2268,0.9992749190020536,0.9999964495958694,0,0,0.13213161573946,9.584087419948817e-05,AAA1
DisGeNET,"Leukemia, Myelocytic, Acute",1/1703,0.9952397584902024,0.9999964495958694,0,0,0.1816208249517019,0.0008666232984512711,AAA4
DisGeNET,Diabetes Mellitus,1/1507,0.990971562276144,0.9999964495958694,0,0,0.207463929592365,0.0018815818797779,AAA1
DisGeNET,Asthma,1/1313,0.98309859479283,0.9999964495958694,0,0,0.2406469615543613,0.0041020353723378,AAA1
DisGeNET,Psoriasis,1/818,0.9186796661642834,0.9999964495958694,0,0,0.3967180465946103,0.0336487460690701,AAA1
DisGeNET,Vascular Diseases,1/401,0.7038931652692041,0.9999964495958694,0,0,0.8279661016949152,0.2907226511778114,AAA1
DisGeNET,Hematologic Neoplasms,1/557,0.8168123228765047,0.9999964495958694,0,0,0.5909035483477625,0.1195669253551732,AAA1
DisGeNET,Cataract,1/519,0.7940075373029593,0.9999964495958694,0,0,0.6354950592238728,0.1465847678581033,AAA1
DisGeNET,Myopathy,1/415,0.716338623041018,0.9999964495958694,0,0,0.7993940882666012,0.2666796957505878,AAA1
DisGeNET,Liver carcinoma,1/3593,0.999989996181316,0.9999964495958694,0,0,0.0771394058359442,7.716924893158246e-07,AAA1
DisGeNET,"Aortic Aneurysm, Abdominal",1/288,0.5817077525789011,0.9999964495958694,0,0,1.160633083328412,0.6288160331954461,AAA1
DisGeNET,Neuropathy,1/284,0.5765765879754354,0.9999964495958694,0,0,1.1772773552135114,0.6482643594046024,AAA1
DisGeNET,Chronic Obstructive Airway Disease,1/669,0.8705413555906026,0.9999964495958694,0,0,0.4889881254440272,0.067793320089975,AAA1
DisGeNET,Breast Carcinoma,1/4963,0.9999964495958694,0.9999964495958694,0,0,0.0511617103546273,1.8164507022756077e-07,AAA1
