feature,cindex_deviation
CNV_AAA5,0.06442693211668737
CNV_AAA1,0.046937646896170304
CNV_AAA6,0.045831605143094145
CNV_AAA7,0.04486381860915245
CNV_AAA9,0.041891331397760245
CNV_AAA3,0.040716162035116854
CNV_AAA4,0.038227568090695385
CNV_AAA2,0.03815844048112815
