Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,TRDN,GO Biological Process
GO_Biological_Process_2023,Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,TRDN,GO Biological Process
GO_Biological_Process_2023,Regulation Of Skeletal Muscle Satellite Cell Proliferation (GO:0014842),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,MYOG,GO Biological Process
GO_Biological_Process_2023,Regulation Of Relaxation Of Muscle (GO:1901077),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,SLN,GO Biological Process
GO_Biological_Process_2023,Long-Term Synaptic Depression (GO:0060292),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,SHANK2,GO Biological Process
GO_Biological_Process_2023,Meiotic DNA Double-Strand Break Formation (GO:0042138),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,PRAME,GO Biological Process
GO_Biological_Process_2023,Xenobiotic Glucuronidation (GO:0052697),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,UGT1A7,GO Biological Process
GO_Biological_Process_2023,TRAIL-activated Apoptotic Signaling Pathway (GO:0036462),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,FADD,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Meiotic Nuclear Division (GO:0045835),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor (GO:2000544),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,FGF4,GO Biological Process
GO_Biological_Process_2023,Keratinocyte Proliferation (GO:0043616),1/6,0.020229739174506,0.1017679736023619,0,0,59.48358208955224,232.02175076653657,KRT2,GO Biological Process
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),2/65,0.0206438804303416,0.1028023540622063,0,0,9.556998556998558,37.08436890424736,BPIFA1;LTF,GO Biological Process
Reactome_2022,IRS-mediated Signaling R-HSA-112399,2/47,0.011157007032523,0.1033056206715096,0,0,13.391919191919191,60.20588431539311,FGF3;FGF4,Reactome Pathways
CellMarker_2024,Keratinocyte Skin Human,1/15,0.0498206911792053,0.1035954054678714,0,0,21.23454157782516,63.6892892034775,KRT2,CellMarker
CellMarker_2024,Pericyte Brain Mouse,1/15,0.0498206911792053,0.1035954054678714,0,0,21.23454157782516,63.6892892034775,DES,CellMarker
GO_Biological_Process_2023,Intermediate Filament Bundle Assembly (GO:0045110),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,NEFM,GO Biological Process
GO_Biological_Process_2023,Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,TRDN,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of T Cell Apoptotic Process (GO:0070233),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,FADD,GO Biological Process
GO_Biological_Process_2023,Sodium-Dependent Phosphate Transport (GO:0044341),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,SLC34A2,GO Biological Process
GO_Biological_Process_2023,Spleen Development (GO:0048536),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,FADD,GO Biological Process
GO_Biological_Process_2023,Ethanol Oxidation (GO:0006069),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,ADH7,GO Biological Process
GO_Biological_Process_2023,Regulation Of Extent Of Cell Growth (GO:0061387),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,CTTN,GO Biological Process
GO_Biological_Process_2023,Hepoxilin Biosynthetic Process (GO:0051122),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,GSTM1,GO Biological Process
GO_Biological_Process_2023,Hepoxilin Metabolic Process (GO:0051121),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,GSTM1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Protein Polymerization (GO:0032273),2/70,0.0237103597045097,0.1043679226278867,0,0,8.85204991087344,33.122982836017705,CTTN;LMOD2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Actin Filament Polymerization (GO:0030833),2/70,0.0237103597045097,0.1043679226278867,0,0,8.85204991087344,33.122982836017705,CTTN;LMOD2,GO Biological Process
GO_Biological_Process_2023,Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,SLN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316),1/7,0.0235619444744116,0.1043679226278867,0,0,49.56716417910448,185.78379790492124,TRDN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),5/483,0.0241788847512499,0.1054884086935062,0,0,3.2300591087201966,12.023170070109586,PRAME;FGF3;SHANK2;FGF4;LTF,GO Biological Process
Reactome_2022,Insulin Receptor Signaling Cascade R-HSA-74751,2/53,0.0140377695733921,0.1063467391923644,0,0,11.81283422459893,50.39359516285688,FGF3;FGF4,Reactome Pathways
Reactome_2022,IGF1R Signaling Cascade R-HSA-2428924,2/52,0.0135374651522263,0.1063467391923644,0,0,12.049696969696967,51.84134187640708,FGF3;FGF4,Reactome Pathways
Reactome_2022,Ion Homeostasis R-HSA-5578775,2/50,0.0125608922452035,0.1063467391923644,0,0,12.553030303030305,54.94671101969335,SLN;TRDN,Reactome Pathways
Reactome_2022,Signaling By FGFR1 R-HSA-5654736,2/49,0.0120847413708695,0.1063467391923644,0,0,12.820760799484203,56.61406510399833,FGF3;FGF4,Reactome Pathways
Reactome_2022,IRS-related Events Triggered By IGF1R R-HSA-2428928,2/51,0.0130451531567721,0.1063467391923644,0,0,12.296227581941867,53.357495224329035,FGF3;FGF4,Reactome Pathways
Reactome_2022,Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192,2/53,0.0140377695733921,0.1063467391923644,0,0,11.81283422459893,50.39359516285688,FGF3;FGF4,Reactome Pathways
CellMarker_2024,Cardiomyocyte Embryo Mouse,1/16,0.0530537178751864,0.1069236467946065,0,0,19.817910447761193,58.19430975162623,TNNC1,CellMarker
CellMarker_2024,Neuron Inferior Colliculus Mouse,1/16,0.0530537178751864,0.1069236467946065,0,0,19.817910447761193,58.19430975162623,NTS,CellMarker
Cancer_Cell_Line_Encyclopedia,NCIH1781 LUNG,3/117,0.0074184496843124,0.107885453980429,0,0,8.023481781376518,39.34543105999912,SLC34A2;BPIFB1;HORMAD1,Cancer Cell Line Encyclopedia
Human_Gene_Atlas,Colorectaladenocarcinoma,4/292,0.0174623372076962,0.1082664906877167,0,0,4.263020833333333,17.25546726922195,ANO1;CCND1;PPFIA1;FGF3,Human Gene Atlas
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555),1/8,0.0268829840764004,0.1113723626022305,0,0,42.48400852878465,153.63329523076956,LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Adaptive Immune Response (GO:0002821),1/8,0.0268829840764004,0.1113723626022305,0,0,42.48400852878465,153.63329523076956,FADD,GO Biological Process
GO_Biological_Process_2023,Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014),1/8,0.0268829840764004,0.1113723626022305,0,0,42.48400852878465,153.63329523076956,KLHL41,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Protein-Containing Complex Disassembly (GO:0043242),1/8,0.0268829840764004,0.1113723626022305,0,0,42.48400852878465,153.63329523076956,SLN,GO Biological Process
GO_Biological_Process_2023,Gland Development (GO:0048732),2/74,0.0262896180895775,0.1113723626022305,0,0,8.358585858585858,30.41339308929262,FADD;UGT1A7,GO Biological Process
GO_Biological_Process_2023,Regulation Of Epidermis Development (GO:0045682),1/8,0.0268829840764004,0.1113723626022305,0,0,42.48400852878465,153.63329523076956,KRT2,GO Biological Process
CellMarker_2024,Clara Cell Trachea Mouse,1/17,0.056275905553084,0.1116991458705153,0,0,18.578358208955223,53.4590176825742,BPIFA1,CellMarker
GO_Cellular_Component_2023,Actin-Based Cell Projection (GO:0098858),2/84,0.033204772723483,0.1134496401385669,0,0,7.335550628233555,24.978002174688363,ACTC1;ACTN2,GO Cellular Component
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),3/192,0.0276787340857232,0.1137134658688462,0,0,4.821245421245421,17.29424549610241,PIGR;ANO1;ACTN2,GO Biological Process
Reactome_2022,Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119,1/5,0.016886331477543,0.114096834307723,0,0,74.35820895522389,303.4744977483959,CCND1,Reactome Pathways
Reactome_2022,Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928,1/5,0.016886331477543,0.114096834307723,0,0,74.35820895522389,303.4744977483959,FADD,Reactome Pathways
Reactome_2022,FasL/ CD95L Signaling R-HSA-75157,1/5,0.016886331477543,0.114096834307723,0,0,74.35820895522389,303.4744977483959,FADD,Reactome Pathways
Reactome_2022,Sodium-coupled Phosphate Cotransporters R-HSA-427652,1/5,0.016886331477543,0.114096834307723,0,0,74.35820895522389,303.4744977483959,SLC34A2,Reactome Pathways
MSigDB_Hallmark_2020,Estrogen Response Late,3/200,0.0307146647785553,0.1151799929195826,0,0,4.623584537290121,16.10401456697529,CCND1;TNNC1;LTF,MSigDB Hallmark
CellMarker_2024,Wnt2+ Cell Lung Mouse,1/18,0.0594872899827324,0.1163109699662381,0,0,17.484635645302898,49.34151245692923,UPK1B,CellMarker
GO_Biological_Process_2023,Positive Regulation Of Epidermis Development (GO:0045684),1/9,0.0301928946413059,0.1181356909378082,0,0,37.17164179104478,130.10627217002806,KRT2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Sequestering Of Calcium Ion (GO:0051282),1/9,0.0301928946413059,0.1181356909378082,0,0,37.17164179104478,130.10627217002806,TRDN,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144),1/9,0.0301928946413059,0.1181356909378082,0,0,37.17164179104478,130.10627217002806,BPIFB1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Myoblast Fusion (GO:1901741),1/9,0.0301928946413059,0.1181356909378082,0,0,37.17164179104478,130.10627217002806,SCGB3A1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cytoskeleton Organization (GO:0051495),2/79,0.0296657352467767,0.1181356909378082,0,0,7.813852813852814,27.48727914818012,CTTN;LMOD2,GO Biological Process
GO_Biological_Process_2023,Histone Methylation (GO:0016571),1/9,0.0301928946413059,0.1181356909378082,0,0,37.17164179104478,130.10627217002806,SMYD1,GO Biological Process
Reactome_2022,FGFR1b Ligand Binding And Activation R-HSA-190370,1/6,0.020229739174506,0.1204151141339644,0,0,59.48358208955224,232.02175076653657,FGF3,Reactome Pathways
Reactome_2022,TLR3-mediated TICAM1-dependent Programmed Cell Death R-HSA-9013957,1/6,0.020229739174506,0.1204151141339644,0,0,59.48358208955224,232.02175076653657,FADD,Reactome Pathways
Reactome_2022,PTK6 Regulates Cell Cycle R-HSA-8849470,1/6,0.020229739174506,0.1204151141339644,0,0,59.48358208955224,232.02175076653657,CCND1,Reactome Pathways
Reactome_2022,Signaling By FGFR In Disease R-HSA-1226099,2/61,0.0183209904394635,0.1204151141339644,0,0,10.20698510529019,40.824958531179334,FGF3;FGF4,Reactome Pathways
Reactome_2022,Metal Sequestration By Antimicrobial Proteins R-HSA-6799990,1/6,0.020229739174506,0.1204151141339644,0,0,59.48358208955224,232.02175076653657,LTF,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,JHOS4 OVARY,3/124,0.0086966292801961,0.122960675100551,0,0,7.556643356643357,35.85491077419694,SLC34A2;UPK1B;TNNC1,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,LTF,GO Biological Process
GO_Biological_Process_2023,Purine Ribonucleotide Metabolic Process (GO:0009150),2/84,0.033204772723483,0.1232195103900392,0,0,7.335550628233555,24.978002174688363,MYH8;MYH7,GO Biological Process
GO_Biological_Process_2023,Surfactant Homeostasis (GO:0043129),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,BPIFA1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Macrophage Differentiation (GO:0045651),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,FADD,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Protein Depolymerization (GO:1901881),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,SLN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,LTF,GO Biological Process
GO_Biological_Process_2023,Meiotic Sister Chromatid Cohesion (GO:0051177),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Cholesterol (GO:0071397),1/10,0.0334917127632155,0.1232195103900392,0,0,33.039800995024876,112.21827165973409,MYL1,GO Biological Process
Reactome_2022,Ion Channel Transport R-HSA-983712,3/175,0.0217910284059355,0.1266920256159043,0,0,5.3023255813953485,20.288060026940617,ANO1;SLN;TRDN,Reactome Pathways
CellMarker_2024,Enteroendocrine Cell Intestinal Crypt Mouse,2/124,0.0666600478367522,0.128418621567861,0,0,4.920516641828117,13.325494626622934,PIGR;GSTM1,CellMarker
GO_Biological_Process_2023,Negative Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060315),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,TRDN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Muscle Contraction (GO:0045933),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,CTTN,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051280),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,TRDN,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Acetylcholine (GO:1905145),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,CHRND,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,TRDN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),4/364,0.0353697769870351,0.1285977386734636,0,0,3.3979166666666667,11.355489488532465,ACTC1;NTS;FGF3;FGF4,GO Biological Process
GO_Biological_Process_2023,Endoplasmic Reticulum Membrane Organization (GO:0090158),1/11,0.0367794749552908,0.1285977386734636,0,0,29.734328358208955,98.20699568293152,TRDN,GO Biological Process
Cancer_Cell_Line_Encyclopedia,SW1353 BONE,3/128,0.0094814825748279,0.1304344494753362,0,0,7.313353846153846,34.06863422360056,MYL2;MYH8;LTF,Cancer Cell Line Encyclopedia
Reactome_2022,Highly Sodium Permeable Postsynaptic Acetylcholine Nicotinic Receptors R-HSA-629587,1/7,0.0235619444744116,0.1317644352466548,0,0,49.56716417910448,185.78379790492124,CHRND,Reactome Pathways
Reactome_2022,Innate Immune System R-HSA-168249,8/1035,0.0237175983443978,0.1317644352466548,0,0,2.454397922752353,9.183222997450628,PIGR;FLG2;BPIFA1;MYH2;BPIFB1;FADD;MUC5B;LTF,Reactome Pathways
CellMarker_2024,Goblet Cell Intestinal Crypt Mouse,3/284,0.0724485341594258,0.1336726475335884,0,0,3.2276485080755544,8.472186281049764,PIGR;GSTM1;CCND1,CellMarker
CellMarker_2024,Beta-2M - SPalpha-6 + THY1 + Spermatogonial Stem Cell Testis Mouse,1/22,0.0722255067202058,0.1336726475335884,0,0,14.15138592750533,37.18930470253887,NEFM,CellMarker
CellMarker_2024,Transit Amplifying (TA) Cell Intestinal Crypt Mouse,2/128,0.0704439388843971,0.1336726475335884,0,0,4.763347763347763,12.636866663127067,PIGR;GSTM1,CellMarker
GO_Biological_Process_2023,Negative Regulation By Host Of Viral Process (GO:0044793),1/12,0.0400562176312821,0.1352583239193293,0,0,27.029850746268657,86.96777093294467,LTF,GO Biological Process
GO_Biological_Process_2023,Phosphate Ion Homeostasis (GO:0055062),1/12,0.0400562176312821,0.1352583239193293,0,0,27.029850746268657,86.96777093294467,SLC34A2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385),1/12,0.0400562176312821,0.1352583239193293,0,0,27.029850746268657,86.96777093294467,PRAME,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Hippo Signaling (GO:0035331),1/12,0.0400562176312821,0.1352583239193293,0,0,27.029850746268657,86.96777093294467,SHANK2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling (GO:0010649),1/12,0.0400562176312821,0.1352583239193293,0,0,27.029850746268657,86.96777093294467,TRDN,GO Biological Process
Reactome_2022,Signaling By FGFR2 R-HSA-5654738,2/72,0.0249862294254293,0.1357947251382027,0,0,8.598268398268399,31.722713064037848,FGF3;FGF4,Reactome Pathways
CellMarker_2024,Endothelial Cell Artery Mouse,1/23,0.0753834075225752,0.1371559220202411,0,0,13.507462686567164,34.919061481317286,NTS,CellMarker
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),3/225,0.0412841409186852,0.1377918368514972,0,0,4.097713097713098,13.06054609382049,CCND1;FGF3;FGF4,GO Biological Process
GO_Biological_Process_2023,Thymus Development (GO:0048538),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,FADD,GO Biological Process
GO_Biological_Process_2023,Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,PIGR,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Bone Mineralization (GO:0030502),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,STATH,GO Biological Process
GO_Biological_Process_2023,Regulation Of Response To Stress (GO:0080134),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,MYL1,GO Biological Process
GO_Biological_Process_2023,T Cell Differentiation In Thymus (GO:0033077),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,FADD,GO Biological Process
GO_Biological_Process_2023,Response To UV-A (GO:0070141),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,CCND1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),2/96,0.0423258636601282,0.1377918368514972,0,0,6.395228884590587,20.223996482743463,CTTN;LMOD2,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774),1/13,0.0433219771034119,0.1377918368514972,0,0,24.77611940298507,77.77459794803441,ANO1,GO Biological Process
KEGG_2021_Human,Breast cancer,3/147,0.0137639696368881,0.1379329053153665,0,0,6.342307692307692,27.181234400391325,CCND1;FGF3;FGF4,KEGG Pathways
KEGG_2021_Human,Gastric cancer,3/149,0.0142689212395206,0.1379329053153665,0,0,6.254794520547946,26.580821679201694,CCND1;FGF3;FGF4,KEGG Pathways
GO_Biological_Process_2023,Ethanol Metabolic Process (GO:0006067),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,ADH7,GO Biological Process
GO_Biological_Process_2023,Regulation Of Endothelial Cell Chemotaxis (GO:2001026),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,FGF4,GO Biological Process
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),2/100,0.0455522545652315,0.1391658016138747,0,0,6.132962275819419,18.944077490294053,BPIFA1;LTF,GO Biological Process
GO_Biological_Process_2023,Synaptonemal Complex Organization (GO:0070193),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Striated Muscle Tissue Development (GO:0014706),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,CSRP3,GO Biological Process
GO_Biological_Process_2023,Regulation Of Macrophage Differentiation (GO:0045649),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,FADD,GO Biological Process
GO_Biological_Process_2023,Synaptonemal Complex Assembly (GO:0007130),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Bone Morphogenesis (GO:0060349),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,SLN,GO Biological Process
GO_Biological_Process_2023,Cardiac Cell Development (GO:0055006),1/14,0.0465767895867937,0.1391658016138747,0,0,22.869115958668196,70.13164167770657,TCAP,GO Biological Process
Reactome_2022,TRAIL Signaling R-HSA-75158,1/8,0.0268829840764004,0.1400155420645857,0,0,42.48400852878465,153.63329523076956,FADD,Reactome Pathways
Reactome_2022,RUNX3 Regulates WNT Signaling R-HSA-8951430,1/8,0.0268829840764004,0.1400155420645857,0,0,42.48400852878465,153.63329523076956,CCND1,Reactome Pathways
GO_Biological_Process_2023,Calcium Ion Homeostasis (GO:0055074),2/102,0.0471986449847515,0.1401742890209791,0,0,6.00969696969697,18.349949199739168,CSRP3;TRDN,GO Biological Process
CellMarker_2024,Rheaume Et al.Nat Commun.39 Retina Mouse,1/24,0.0785307173419281,0.1409249859149669,0,0,12.919532770927969,32.870720562250014,SLN,CellMarker
GO_Biological_Process_2023,Negative Regulation Of Synaptic Transmission (GO:0050805),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,SHANK2,GO Biological Process
GO_Biological_Process_2023,T Cell Homeostasis (GO:0043029),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,FADD,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,SCGB3A1,GO Biological Process
GO_Biological_Process_2023,Glucuronate Metabolic Process (GO:0019585),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,UGT1A7,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,CCND1,GO Biological Process
GO_Biological_Process_2023,Cellular Glucuronidation (GO:0052695),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,UGT1A7,GO Biological Process
GO_Biological_Process_2023,Cellular Response To Sterol (GO:0036315),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,MYL1,GO Biological Process
GO_Biological_Process_2023,Oogenesis (GO:0048477),1/15,0.0498206911792053,0.1411586250077484,0,0,21.23454157782516,63.6892892034775,HORMAD1,GO Biological Process
GO_Cellular_Component_2023,Acetylcholine-Gated Channel Complex (GO:0005892),1/13,0.0433219771034119,0.142096084899191,0,0,24.77611940298507,77.77459794803441,CHRND,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,KYSE510 OESOPHAGUS,2/46,0.010705542973315,0.1433979308794042,0,0,13.696969696969695,62.14306435802923,PPFIA1;FADD,Cancer Cell Line Encyclopedia
Reactome_2022,Signaling By Insulin Receptor R-HSA-74752,2/77,0.0282953801353318,0.1443641843639377,0,0,8.023030303030303,28.602558206981847,FGF3;FGF4,Reactome Pathways
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),5/594,0.0513860656274031,0.1447618877389128,0,0,2.606381545261002,7.73675232795143,MYL1;PRAME;FGF3;SHANK2;FGF4,GO Biological Process
Reactome_2022,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,2/78,0.0289772739894376,0.1448863699471884,0,0,7.917065390749602,28.036255655392363,FGF3;FGF4,Reactome Pathways
Reactome_2022,Diseases Associated With Surfactant Metabolism R-HSA-5687613,1/9,0.0301928946413059,0.1451581473139709,0,0,37.17164179104478,130.10627217002806,SLC34A2,Reactome Pathways
Reactome_2022,TRIF-mediated Programmed Cell Death R-HSA-2562578,1/9,0.0301928946413059,0.1451581473139709,0,0,37.17164179104478,130.10627217002806,FADD,Reactome Pathways
OMIM_Disease,colorectal cancer,1/40,0.1274755006404551,0.1456862864462344,0,0,7.6130884041331806,15.6816761453018,CCND1,OMIM Disease
GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),1/16,0.0530537178751864,0.1469409152385782,0,0,19.817910447761193,58.19430975162623,FADD,GO Biological Process
GO_Biological_Process_2023,Regulation Of Osteoblast Proliferation (GO:0033688),1/16,0.0530537178751864,0.1469409152385782,0,0,19.817910447761193,58.19430975162623,LTF,GO Biological Process
GO_Biological_Process_2023,Prostanoid Metabolic Process (GO:0006692),1/16,0.0530537178751864,0.1469409152385782,0,0,19.817910447761193,58.19430975162623,GSTM1,GO Biological Process
Reactome_2022,Protein-protein Interactions At Synapses R-HSA-6794362,2/88,0.0361490718881948,0.1504235316090691,0,0,6.992952783650458,23.217330541087087,PPFIA1;SHANK2,Reactome Pathways
Reactome_2022,FGFR2b Ligand Binding And Activation R-HSA-190377,1/10,0.0334917127632155,0.1504235316090691,0,0,33.039800995024876,112.21827165973409,FGF3,Reactome Pathways
Reactome_2022,RUNX3 Regulates p14-ARF R-HSA-8951936,1/10,0.0334917127632155,0.1504235316090691,0,0,33.039800995024876,112.21827165973409,CCND1,Reactome Pathways
Reactome_2022,FGFR1c Ligand Binding And Activation R-HSA-190373,1/12,0.0400562176312821,0.1504235316090691,0,0,27.029850746268657,86.96777093294467,FGF4,Reactome Pathways
Reactome_2022,Drug ADME R-HSA-9748784,2/95,0.0415333663112977,0.1504235316090691,0,0,6.464320625610948,20.56467278617517,GSTM1;UGT1A7,Reactome Pathways
