Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Cancer_Cell_Line_Encyclopedia,SNU175 LARGE INTESTINE,1/153,0.3696294009732855,0.6909111590672657,0,0,2.2065120428189116,2.19604080667042,AAA1
Cancer_Cell_Line_Encyclopedia,SNU245 BILIARY TRACT,1/164,0.3902830772631667,0.6909111590672657,0,0,2.056462514297598,1.9348905458400123,AAA1
Cancer_Cell_Line_Encyclopedia,DV90 LUNG,1/206,0.4631982242551198,0.6909111590672657,0,0,1.631665977676726,1.2557304405247154,AAA1
Cancer_Cell_Line_Encyclopedia,COLO205 LARGE INTESTINE,1/232,0.5039644210200586,0.6909111590672657,0,0,1.4461075647516326,0.9909446398715714,AAA1
Cancer_Cell_Line_Encyclopedia,HCC2218 BREAST,1/245,0.5231900317168192,0.6909111590672657,0,0,1.368157821617116,0.8863070456656157,AAA1
Cancer_Cell_Line_Encyclopedia,HH HAEMATOPOIETIC AND LYMPHOID TISSUE,1/263,0.5486055083889254,0.6909111590672657,0,0,1.272997800491655,0.7642768942897696,AAA1
Cancer_Cell_Line_Encyclopedia,EHEB HAEMATOPOIETIC AND LYMPHOID TISSUE,1/367,0.6713894404906309,0.6909111590672657,0,0,0.9064554968972864,0.361137238136542,AAA1
Cancer_Cell_Line_Encyclopedia,L1236 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/368,0.6723936962370557,0.6909111590672657,0,0,0.9039394079342354,0.3587837225971145,AAA1
Cancer_Cell_Line_Encyclopedia,JVM2 HAEMATOPOIETIC AND LYMPHOID TISSUE,1/374,0.6783561619886053,0.6909111590672657,0,0,0.8891261871222793,0.3450545947467887,AAA1
Cancer_Cell_Line_Encyclopedia,C3A LIVER,1/387,0.6909111590672657,0.6909111590672657,0,0,0.8586106964081848,0.3174661809145289,AAA1
